Aircraft Type,Cause Category,Weather,Flight Phase,Damage Level,Event Count
Schweizer SGS 1-35C,General,VMC,Landing,Substantial,1
Schweizer SGS 1-35C,General,VMC,Maneuvering,Destroyed,1
Piper PA-28-151,General,IMC,Approach,Destroyed,1
Schweizer SGS 1-36,General,VMC,Approach,Destroyed,1
Schweizer SGS 1-36,General,VMC,Cruise,Destroyed,1
Schweizer SGS 1-36,General,VMC,Landing,Substantial,1
Schweizer SGS 1-36,General,VMC,Takeoff,Substantial,1
Schweizer SGS 126B,General,VMC,Landing,Substantial,1
Schweizer SGS 126E,General,VMC,Descent,Substantial,1
Schweizer SGS 1-34,General,VMC,Cruise,Substantial,1
Schweizer SGS 1-26F,General,VMC,Approach,Substantial,1
Piper PA-28-151,General,VMC,Taxi,Unknown,1
Schweizer SGS 1-26E,Unknown,VMC,Unknown,Substantial,1
Schweizer SGS 1-23H-15,General,VMC,Approach,Destroyed,1
Schweizer SGS 1-23H-15,Human Error,VMC,Unknown,Substantial,1
Piper PA-28-151,General,VMC,Taxi,Minor,1
Schweizer SGS 1-26,General,IMC,Maneuvering,Substantial,1
Schweizer SGS 1-26,General,VMC,Descent,Substantial,1
Schweizer SGS 1-26,General,VMC,Maneuvering,Substantial,1
Schweizer SGS 1-26A,General,VMC,Descent,Substantial,1
Schweizer SGS 1-26A,Human Error,VMC,Unknown,Substantial,1
Schweizer SGS 1-26B,General,VMC,Approach,Destroyed,1
Schweizer SGS 1-26B,General,VMC,Cruise,Substantial,1
Schweizer SGS 1-26B,General,VMC,Takeoff,Destroyed,1
Piper PA-28-151,General,VMC,Standing,Minor,1
Schweizer SGS 1-26B,Human Error,VMC,Unknown,Substantial,1
Schweizer SGS 1-26B,Other,VMC,Unknown,Substantial,1
Schweizer SGS 1-26C,General,VMC,Descent,Substantial,1
Schweizer SGS 1-26C,General,VMC,Landing,Substantial,1
Schweizer SGS 1-26C,General,VMC,Takeoff,Substantial,1
Schweizer SGS 1-26D,General,VMC,Maneuvering,Substantial,1
Schweizer SGS 1-26D,General,VMC,Takeoff,Substantial,1
Schweizer SGS 1-26D,Unknown,VMC,Unknown,Substantial,1
Schweizer SGS 1-26E,General,VMC,Cruise,Substantial,1
Schweizer SGS 1-26E,General,VMC,Descent,Substantial,1
Schweizer SGS 1-26E,General,VMC,Landing,Substantial,1
Schweizer SGS 135,General,VMC,Maneuvering,Substantial,1
Piper PA-28-150C,General,VMC,Approach,Substantial,1
Schweizer SGS 2 33A,Human Error,VMC,Unknown,Minor,1
Piper PA-28-150,Unknown,VMC,Unknown,Substantial,1
Schweizer SGS 2-33A,General,VMC,Landing,Destroyed,1
Schweizer SGS 2-33A,General,VMC,Maneuvering,Destroyed,1
Piper PA-28-140B,General,VMC,Maneuvering,Destroyed,1
Schweizer SGS 2-33A,General,VMC,Takeoff,Destroyed,1
Piper PA-28-140B,General,VMC,Climb,Substantial,1
Schweizer SGS 2-33A,Unknown,UNK,Unknown,Unknown,1
Schweizer SGS 2-33A,Unknown,VMC,Unknown,Unknown,1
Schweizer SGS 2-33AK,General,VMC,Takeoff,Substantial,1
Piper PA-28-140B,General,VMC,Approach,Destroyed,1
Piper PA-28-140B,General,UNK,Cruise,Substantial,1
Schweizer SGS 2-33AK,Other,VMC,Unknown,Substantial,1
Schweizer SGS 2-3C,General,VMC,Takeoff,Substantial,1
Schweizer SGS 2-8,General,VMC,Takeoff,Substantial,1
Schweizer SGS-1-26,General,VMC,Approach,Substantial,1
Schweizer SGS-1-26A,General,VMC,Maneuvering,Destroyed,1
Schweizer SGS-1-26B,General,VMC,Cruise,Substantial,1
Schweizer SGS-1-26B,General,VMC,Takeoff,Substantial,1
Schweizer SGS-1-26E,General,VMC,Approach,Substantial,1
Schweizer SGS-1-26E,General,VMC,Landing,Substantial,1
Schweizer SGS-1-30,General,VMC,Descent,Destroyed,1
Schweizer SGS-1-34,General,VMC,Approach,Substantial,1
Schweizer SGS-1-34,General,VMC,Takeoff,Substantial,1
Schweizer SGS-1-35,General,VMC,Maneuvering,Substantial,1
Piper PA-28-140B,Unknown,VMC,Unknown,Substantial,1
Schweizer SGS 2-33A,General,VMC,Go_around,Substantial,1
Piper PA-28-140D,General,VMC,Cruise,Substantial,1
Schweizer SGS 2-32,General,VMC,Landing,Substantial,1
Schweizer SGS 2 33A,Human Error,VMC,Unknown,Substantial,1
Schweizer SGS 2 33A,Weather-Related,VMC,Unknown,Substantial,1
Schweizer SGS 2-32,General,VMC,Approach,Minor,1
Schweizer SGS 2-32,General,VMC,Approach,Substantial,1
Piper PA-28-150,General,VMC,Unknown,Destroyed,1
Schweizer SGS 2-32,General,VMC,Climb,Substantial,1
Schweizer SGS 2-32,General,VMC,Cruise,Substantial,1
Schweizer SGS 2-32,General,VMC,Descent,Substantial,1
Piper PA-28-150,General,VMC,Takeoff,Destroyed,1
Piper PA-28-150,General,VMC,Standing,Substantial,1
Piper PA-28-150,General,VMC,Descent,Substantial,1
Schweizer SGS 2-33A,General,VMC,Approach,Minor,1
Schweizer SGS 2-32,General,VMC,Takeoff,Substantial,1
Schweizer SGS 2-32,Unknown,UNK,Unknown,Substantial,1
Piper PA-28-150,General,VMC,Climb,Substantial,1
Schweizer SGS 2-33,General,VMC,Takeoff,Destroyed,1
Piper PA-28-150,General,VMC,Approach,Substantial,1
Schweizer SGS 2-33,General,VMC,Takeoff,Unknown,1
Schweizer SGS 2-33,Human Error,VMC,Unknown,Substantial,1
Schweizer SGS 2-33A,General,VMC,Approach,Destroyed,1
Piper PA-28-140D,General,VMC,Takeoff,Destroyed,1
Piper PA-28-140D,General,VMC,Landing,Substantial,1
Schweizer SGS 1-23G,General,VMC,Maneuvering,Destroyed,1
Schweizer SGS 1-23D,Human Error,VMC,Unknown,Substantial,1
Schweizer 269C,General,UNK,Maneuvering,Destroyed,1
Schweizer 300 CBI,General,VMC,Landing,Destroyed,1
Schweizer 300C,General,UNK,Unknown,Substantial,1
Piper PA-28-161,General,VMC,Go_around,Unknown,1
Schweizer 300C,General,VMC,Climb,Substantial,1
Schweizer 300C,General,VMC,Takeoff,Destroyed,1
Schweizer 333,General,VMC,Unknown,Destroyed,1
Schweizer 84,General,VMC,Takeoff,Substantial,1
Piper PA-28-161,General,VMC,Cruise,Minor,1
Schweizer AG CAT,General,VMC,Maneuvering,Substantial,1
Schweizer ASW-20,General,VMC,Takeoff,Destroyed,1
Piper PA-28-161,General,VMC,Climb,Unknown,1
Schweizer FGS-233,General,VMC,Approach,Substantial,1
Piper PA-28-161,General,VMC,Approach,Minor,1
Schweizer G-164,General,VMC,Maneuvering,Substantial,1
Piper PA-28-161,General,UNK,Unknown,Destroyed,1
Piper PA-28-161,General,UNK,Takeoff,Destroyed,1
Schweizer G-164,General,VMC,Takeoff,Substantial,1
Schweizer G-164-A,General,VMC,Landing,Substantial,1
Piper PA-28-161,General,UNK,Approach,Destroyed,1
Piper PA-28-161,General,IMC,Taxi,Substantial,1
Piper PA-28-161,General,IMC,Takeoff,Substantial,1
Schweizer G-164-B,General,VMC,Takeoff,Substantial,1
Piper PA-28-161,General,IMC,Takeoff,Destroyed,1
Schweizer G-164A,General,VMC,Climb,Substantial,1
Piper PA-28-161,General,VMC,Landing,Minor,1
Schweizer 300 C,Other,VMC,Unknown,Substantial,1
Piper PA-28-151,General,VMC,Unknown,Destroyed,1
Schweizer 269D,Unknown,UNK,Unknown,Substantial,1
Schweizer 269C,General,UNK,Unknown,Substantial,1
Schweizer 269C,General,VMC,Climb,Destroyed,1
Schweizer 269C,General,VMC,Descent,Destroyed,1
Schweizer 269C,General,VMC,Other,Substantial,1
Schweizer 269C,General,VMC,Standing,Substantial,1
Schweizer 269C,Human Error,IMC,Unknown,Destroyed,1
Schweizer 269C,Mechanical Failure,VMC,Unknown,Destroyed,1
Schweizer 269C,Unknown,UNK,Unknown,Destroyed,1
Schweizer 269C - 1,Unknown,UNK,Unknown,Destroyed,1
Schweizer 269C - UNDESIGNAT,Human Error,VMC,Unknown,Substantial,1
Piper PA-28-161,General,VMC,Taxi,Minor,1
Schweizer 269C-1,General,VMC,Approach,Substantial,1
Schweizer 269C-1,General,VMC,Unknown,Destroyed,1
Schweizer 269C-1,Human Error,IMC,Unknown,Substantial,1
Schweizer 269C-1,Unknown,VMC,Unknown,Destroyed,1
Schweizer 269C-1,Weather-Related,VMC,Unknown,Substantial,1
Schweizer 269D,General,UNK,Unknown,Substantial,1
Schweizer 269D,General,VMC,Cruise,Destroyed,1
Schweizer 269D,General,VMC,Cruise,Substantial,1
Schweizer 269D,General,VMC,Maneuvering,Minor,1
Schweizer 269D,General,VMC,Takeoff,Substantial,1
Schweizer 269D,General,VMC,Unknown,Destroyed,1
Schweizer 269D,General,VMC,Unknown,Unknown,1
Schweizer G-164A,General,VMC,Cruise,Destroyed,1
Schweizer G-164A,General,VMC,Landing,Substantial,1
Schweizer G-164A,General,VMC,Takeoff,Destroyed,1
Schweizer G-164A,Human Error,VMC,Unknown,Substantial,1
Schweizer GRUMMAN G-164A,General,VMC,Maneuvering,Substantial,1
Schweizer GRUMMAN G-164B,General,VMC,Maneuvering,Destroyed,1
Schweizer H-300,General,VMC,Landing,Substantial,1
Piper PA-28-160,General,VMC,Descent,Destroyed,1
Schweizer I-26D,General,IMC,Cruise,Substantial,1
Schweizer I-26E,General,VMC,Approach,Destroyed,1
Schweizer S-2-33A,General,VMC,Landing,Substantial,1
Schweizer S2-33A,General,VMC,Approach,Minor,1
Schweizer S6S 2-33,Human Error,VMC,Unknown,Substantial,1
Schweizer SA 2-37A,General,VMC,Takeoff,Destroyed,1
Schweizer SC2-33A,General,VMC,Takeoff,Substantial,1
Schweizer SGS 1 26,Human Error,VMC,Unknown,Substantial,1
Piper PA-28-160,General,UNK,Cruise,Destroyed,1
Piper PA-28-160,General,IMC,Takeoff,Substantial,1
Schweizer SGS 1 26E,Human Error,VMC,Unknown,Substantial,1
Piper PA-28-160,General,IMC,Approach,Destroyed,1
Piper PA-28-151,Unknown,VMC,Unknown,Substantial,1
Piper PA-28-151,Unknown,UNK,Unknown,Unknown,1
Piper PA-28-151,Other,VMC,Unknown,Substantial,1
Schweizer SGS 1 35,Human Error,VMC,Unknown,Substantial,1
Schweizer SGS 1-23,General,VMC,Approach,Substantial,1
Piper PA-28-151,Mechanical Failure,VMC,Unknown,Substantial,1
Piper PA-28-151,Human Error,IMC,Unknown,Substantial,1
Schweizer G167B,General,VMC,Maneuvering,Substantial,1
Schweizer G164D,General,VMC,Takeoff,Destroyed,1
Schweizer G164D,General,VMC,Maneuvering,Destroyed,1
Schweizer G-164B-600,General,VMC,Cruise,Substantial,1
Schweizer G-164A-450,General,VMC,Maneuvering,Substantial,1
Piper PA-28-161,General,IMC,Approach,Substantial,1
Schweizer G-164B,General,IMC,Cruise,Destroyed,1
Schweizer G-164B,General,VMC,Approach,Destroyed,1
Piper PA-28-160,Mechanical Failure,VMC,Unknown,Substantial,1
Schweizer G-164B,General,VMC,Climb,Destroyed,1
Schweizer G-164B,General,VMC,Climb,Substantial,1
Piper PA-28-160,General,VMC,Taxi,Substantial,1
Schweizer G-164B,Mechanical Failure,VMC,Unknown,Substantial,1
Piper PA-28-160,General,VMC,Takeoff,Minor,1
Piper PA-28-160,General,VMC,Standing,Substantial,1
"Schweizer G164A ""450""",General,VMC,Maneuvering,Substantial,1
Schweizer G-164B-600,General,VMC,Maneuvering,Substantial,1
Piper PA-28-160,General,VMC,Maneuvering,Destroyed,1
Schweizer G-164C,General,VMC,Cruise,Substantial,1
Schweizer G-164C,General,VMC,Maneuvering,Destroyed,1
Piper PA-28-160,General,VMC,Go_around,Substantial,1
Schweizer G164,General,VMC,Takeoff,Destroyed,1
Schweizer G164,General,VMC,Takeoff,Substantial,1
Schweizer G164-B,General,VMC,Landing,Destroyed,1
Schweizer G164A,General,VMC,Landing,Substantial,1
Piper PA-28-160,General,VMC,Go_around,Destroyed,1
Siai-Marchetti SF260TP,General,VMC,Approach,Substantial,1
Siai-Marchetti SM-1019B,Unknown,VMC,Unknown,Substantial,1
Soward RUTAN LONGEZE,General,VMC,Climb,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Approach,Substantial,1
Piper PA-20-125,General,VMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Climb,Substantial,1
Piper PA-20,Unknown,VMC,Unknown,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Cruise,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Maneuvering,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Takeoff,Substantial,1
"Smith,.Ted.Aerostar Aerostar 601",General,IMC,Takeoff,Substantial,1
Piper PA-20,Human Error,VMC,Unknown,Minor,1
"Smith,.Ted.Aerostar PA-600",General,VMC,Takeoff,Minor,1
"Smith,.Ted.Aerostar STP1",General,VMC,Taxi,Substantial,1
"Smith,.Ted.Aerostar TS-600",General,VMC,Takeoff,Destroyed,1
Smith-Poston BI-PLANE,General,VMC,Cruise,Substantial,1
Smith.&.R..Mathews RV-4,General,VMC,Cruise,Substantial,1
Smith.Aerostar 600,General,IMC,Climb,Destroyed,1
Smith.Aerostar 600,General,VMC,Takeoff,Substantial,1
Smith.Aerostar 601P,General,VMC,Takeoff,Destroyed,1
Piper PA-20,General,VMC,Go_around,Substantial,1
Smith.Albert.F CHALLENGER TWO,Human Error,VMC,Unknown,Substantial,1
Piper PA-20,General,VMC,Climb,Destroyed,1
Piper PA-20,General,VMC,Approach,Substantial,1
Piper PA-19,Mechanical Failure,VMC,Unknown,Substantial,1
Piper PA-19,General,VMC,Taxi,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601P",General,VMC,Climb,Minor,1
Piper PA-20-135,General,VMC,Go_around,Substantial,1
Smith.Allen STORCH,Human Error,VMC,Unknown,Substantial,1
Piper PA-20-135,General,VMC,Maneuvering,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Approach,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Cruise,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Cruise,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Descent,Destroyed,1
Piper PA-22,General,IMC,Approach,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Maneuvering,Destroyed,1
Piper PA-20S,General,VMC,Landing,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,VMC,Taxi,Substantial,1
Piper PA-20/22,Human Error,VMC,Unknown,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 600A",General,VMC,Landing,Substantial,1
Piper PA-20-A,General,VMC,Landing,Substantial,1
Piper PA-20-180,General,VMC,Cruise,Destroyed,1
"Smith,.Ted.Aerostar AEROSTAR 601",General,IMC,Cruise,Destroyed,1
Piper PA-20-160,General,VMC,Landing,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601",General,VMC,Approach,Substantial,1
Piper PA-20-160,General,VMC,Approach,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601",General,VMC,Landing,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601A",General,VMC,Descent,Destroyed,1
Piper PA-20-150,General,VMC,Landing,Substantial,1
Piper PA-20-135,Unknown,VMC,Unknown,Substantial,1
Piper PA-20-135,Human Error,VMC,Unknown,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 601B",General,VMC,Cruise,Substantial,1
Piper PA-19,General,VMC,Takeoff,Substantial,1
Piper PA-18S,General,VMC,Takeoff,Substantial,1
Piper PA-22-150,General,VMC,Descent,Destroyed,1
Smitrovich SE-5A REPLICA,General,VMC,Cruise,Substantial,1
Smuz RAF 2000 GTX SE,General,VMC,Landing,Substantial,1
Smysor.Kevin VELOCITY,Human Error,VMC,Unknown,Substantial,1
Smyth SIDEWINDER,General,VMC,Approach,Destroyed,1
Smyth SIDEWINDER,Unknown,VMC,Unknown,Substantial,1
Smyth.Sidewinder SMYTH,General,VMC,Landing,Substantial,1
Piper PA-18A-150,General,VMC,Go_around,Substantial,1
Smyth.Sidewinder TD,Unknown,VMC,Unknown,Substantial,1
Piper PA-18A-150,General,VMC,Approach,Substantial,1
Smythe.Donald.F KITFOX CLASSIC IV,Human Error,VMC,Unknown,Substantial,1
Snelling Zodiac,Human Error,VMC,Unknown,Substantial,1
Snider CP328 SUPER EMERAUDE,General,VMC,Climb,Substantial,1
Piper PA-18A-150,General,VMC,Approach,Destroyed,1
Piper PA-18A-150,General,UNK,Maneuvering,Destroyed,1
Piper PA-18A-150,General,IMC,Maneuvering,Substantial,1
Piper PA-18A-150,General,IMC,Approach,Destroyed,1
Piper PA-18A-135,General,VMC,Takeoff,Substantial,1
Snider RV6,General,VMC,Takeoff,Substantial,1
Snobird 532,General,VMC,Approach,Destroyed,1
Snobird Charger,Human Error,VMC,Unknown,Substantial,1
Snodgrass STARDUSTER TOO,General,VMC,Maneuvering,Destroyed,1
Snow 600,Human Error,VMC,Unknown,Substantial,1
Snow 600-S2C,General,VMC,Cruise,Destroyed,1
Snow 600-S2C,General,VMC,Descent,Substantial,1
Smitrvich.Starduster SA-300A,General,IMC,Approach,Destroyed,1
Smithwick/Treidel TUKAN,Human Error,VMC,Unknown,Substantial,1
Smith.Arthur.Fox LONG EZ,General,VMC,Landing,Substantial,1
Smithgall.Pitts.Special S-1C,General,VMC,Maneuvering,Destroyed,1
Piper PA-18S,General,VMC,Maneuvering,Substantial,1
Piper PA-18S,General,VMC,Approach,Substantial,1
Smith.Bret.B SEAREY,Human Error,VMC,Unknown,Substantial,1
Smith.Capella FW2R,Human Error,VMC,Unknown,Substantial,1
Smith.Carter.A Wheeler Exp 2000,General,VMC,Approach,Substantial,1
Smith.Dennis.P MAGNI M24,Human Error,VMC,Unknown,Substantial,1
Smith.Douglas.J. Sonex,Human Error,VMC,Unknown,Substantial,1
Piper PA-18AS,Human Error,IMC,Unknown,Destroyed,1
Smith.Edward.I LANCAIR IV-P,Mechanical Failure,VMC,Unknown,Minor,1
Piper PA-18A-180,General,VMC,Takeoff,Substantial,1
Smith.Miniplane BK-1,General,VMC,Landing,Substantial,1
Smith.Miniplane DSA-1,General,VMC,Approach,Substantial,1
Smith.Miniplane DSA-1,General,VMC,Maneuvering,Substantial,1
Smith.Miniplane DSA-1,General,VMC,Takeoff,Substantial,1
Smith.Miniplane DSA-1,Human Error,VMC,Unknown,Substantial,1
Smith.Miniplane DSA-1,Unknown,VMC,Unknown,Substantial,1
Smith.Miniplane DSA-4,Human Error,VMC,Unknown,Substantial,1
Smith.Miniplane MINI,General,VMC,Taxi,Destroyed,1
Smith.Richard.D.Jr REVOLUTION MINI 500,Human Error,VMC,Unknown,Substantial,1
Smith.Vilas KITFOX,Human Error,VMC,Unknown,Substantial,1
Smith.Wylie.Jay Kit Fox II,Human Error,VMC,Unknown,Substantial,1
Piper PA-18A-150,General,VMC,Other,Substantial,1
Smith/Davis DA-2A,General,VMC,Maneuvering,Destroyed,1
Piper PA-22,General,IMC,Climb,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,IMC,Takeoff,Destroyed,1
Piper PA-22,General,IMC,Cruise,Substantial,1
Smith AEROSTAR 601,Human Error,VMC,Unknown,Destroyed,1
Smith AEROSTAR 601P,Human Error,IMC,Unknown,Destroyed,1
Smith AEROSTAR 601P,Human Error,IMC,Unknown,Substantial,1
Piper PA-22-135,General,VMC,Maneuvering,Destroyed,1
Piper PA-22-135,General,VMC,Go_around,Substantial,1
Smith AEROSTAR 601P,Unknown,UNK,Unknown,Destroyed,1
Smith AEROSTAR600,Unknown,UNK,Unknown,Destroyed,1
Smith AEROSTAR601,Unknown,VMC,Unknown,Substantial,1
Smith APPLEBAY ZUNI II,Human Error,VMC,Unknown,Substantial,1
Piper PA-22-135,General,VMC,Cruise,Destroyed,1
Smith AVID STOL HAULER,General,VMC,Descent,Destroyed,1
Smith Aerostar,Human Error,VMC,Unknown,Destroyed,1
Piper PA-22-135,General,VMC,Climb,Destroyed,1
Smith Aerostar 601P,General,VMC,Approach,Substantial,1
Smith Aerostar 601P,General,VMC,Maneuvering,Destroyed,1
Piper PA-22-135,General,IMC,Approach,Destroyed,1
Smith Aerostar 601P,Human Error,VMC,Unknown,Substantial,1
Smith DSA-1,General,VMC,Descent,Substantial,1
Smith FW-190,General,VMC,Takeoff,Substantial,1
Piper PA-22-125,Human Error,VMC,Unknown,Substantial,1
Smith FW2C80TD,General,VMC,Maneuvering,Destroyed,1
Smith HORNET,Human Error,VMC,Unknown,Substantial,1
Piper PA-22-125,General,VMC,Approach,Substantial,1
Piper PA-22-108/U,General,VMC,Takeoff,Substantial,1
Piper PA-22-135,General,VMC,Standing,Substantial,1
Smith AEROSTAR 601,General,IMC,Approach,Substantial,1
Piper PA-22,General,IMC,Descent,Destroyed,1
Smith AEROSTAR 600A,Human Error,VMC,Unknown,Substantial,1
Slingsby.Aviation.Plc T65A,General,VMC,Landing,Substantial,1
Slip.Stream Genesis,Human Error,VMC,Unknown,Substantial,1
Slipstream Revelation,General,VMC,Landing,Substantial,1
Slipstream Revelation,Mechanical Failure,VMC,Unknown,Destroyed,1
Sloan RV-4,General,VMC,Cruise,Substantial,1
Piper PA-22-150,General,VMC,Climb,Destroyed,1
Sloan RV-6,General,VMC,Takeoff,Substantial,1
Piper PA-22-150,General,UNK,Cruise,Destroyed,1
Sloan.Roger.D VANS RV7A,Human Error,VMC,Unknown,Substantial,1
Sly RV-6A,General,VMC,Cruise,Substantial,1
Smart CP 301,General,VMC,Cruise,Substantial,1
Piper PA-22-150,General,IMC,Unknown,Substantial,1
Smeesters RV-4,General,VMC,Takeoff,Destroyed,1
Piper PA-22-150,General,IMC,Landing,Destroyed,1
Smelko CVJETKOVIC CA-65,General,VMC,Approach,Substantial,1
Smelser KR-2,General,VMC,Cruise,Substantial,1
Smiley.James.E RAG WING RW-6,Human Error,VMC,Unknown,Substantial,1
Piper PA-22-135,Unknown,UNK,Unknown,Destroyed,1
Smith AEROSTAR 600,General,VMC,Descent,Destroyed,1
Smith AEROSTAR 600,General,VMC,Landing,Substantial,1
Piper PA-22-135,Other,VMC,Unknown,Destroyed,1
Smith AEROSTAR 600,Unknown,VMC,Unknown,Destroyed,1
Piper PA-22-135,General,VMC,Taxi,Substantial,1
Smith KITFOX II,General,VMC,Takeoff,Substantial,1
Smith Kelly-D,General,VMC,Maneuvering,Destroyed,1
Smith Kitfox Classic IV,General,VMC,Approach,Substantial,1
Piper PA-22-108,General,VMC,Unknown,Substantial,1
Smith Stewart S51D,Mechanical Failure,VMC,Unknown,Substantial,1
Smith TEAM TANGO 2,General,IMC,Cruise,Destroyed,1
Piper PA-22,General,VMC,Standing,Substantial,1
Smith VARI EZE,General,VMC,Taxi,Destroyed,1
Smith WCS-222 (BELL 47G),General,VMC,Cruise,Substantial,1
Smith Zodiac 601XL,Mechanical Failure,VMC,Unknown,Substantial,1
"Smith,.Ted.Aerostar 600",General,VMC,Taxi,Substantial,1
Piper PA-22,General,VMC,Landing,Destroyed,1
Piper PA-22,General,VMC,Go_around,Substantial,1
Piper PA-22,General,VMC,Go_around,Destroyed,1
"Smith,.Ted.Aerostar 600 AEROSTAR",General,VMC,Landing,Minor,1
"Smith,.Ted.Aerostar 600-A",General,VMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar 601",General,VMC,Approach,Destroyed,1
"Smith,.Ted.Aerostar 601",General,VMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar 601A",General,VMC,Go_around,Destroyed,1
"Smith,.Ted.Aerostar 601P",General,IMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar 601P",General,VMC,Approach,Destroyed,1
"Smith,.Ted.Aerostar 601P",General,VMC,Cruise,Destroyed,1
"Smith,.Ted.Aerostar 601P",General,VMC,Maneuvering,Substantial,1
Piper PA-22,General,VMC,Approach,Minor,1
"Smith,.Ted.Aerostar 601P",General,VMC,Takeoff,Destroyed,1
"Smith,.Ted.Aerostar 601P AEROSTAR",General,IMC,Approach,Substantial,1
"Smith,.Ted.Aerostar AEROSTAR 600",General,IMC,Approach,Destroyed,1
Piper PA-22,Human Error,VMC,Unknown,Destroyed,1
Smith STEEN SKYBOLT,Human Error,VMC,Unknown,Substantial,1
Smith SONERAI-I,General,VMC,Maneuvering,Destroyed,1
Smith MODEL B AVID FLYER,General,VMC,Takeoff,Destroyed,1
Smith LONG-EZ,General,VMC,Maneuvering,Destroyed,1
Smith Lancair 360,General,VMC,Takeoff,Unknown,1
Smith MINI DSA-1,General,VMC,Maneuvering,Substantial,1
Piper PA-22-108,General,VMC,Standing,Substantial,1
Smith MINIPLANE,General,VMC,Landing,Substantial,1
Smith MINIPLANE,General,VMC,Maneuvering,Destroyed,1
Smith MINIPLANE,General,VMC,Taxi,Substantial,1
Smith MINIPLANE 1,General,VMC,Climb,Substantial,1
Piper PA-22-108,General,VMC,Descent,Substantial,1
Smith MINIPLANE DSA-1,General,VMC,Maneuvering,Destroyed,1
